protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,f_value,p_value,q_value,significant
sll1108,1571258.7569241999,1442480.02743765,1135428.55773304,1001137.47555667,1722922.30439959,922811.052134588,1055129.14650514,2936198.45919875,2422796.02992917,2851363.99174486,1942686.05840519,3078877.1933575002,1337944.36187283,3026411.09088913,2765575.78665355,2484537.08115832,3819069.74814726,2758611.85377524,4030365.57738568,2921620.42296965,6.315864931503295,0.0034687713706336135,0.009305646273142096,Yes
slr1364,439235.4767241,602379.759618,317856.204868,519728.34514,652998.9919003,445167.93378900003,541286.260911,962103.870125,837221.5053600001,849507.246541,841123.560598,765932.2840710001,1049244.722276,864086.506234,815058.966493,645626.267818,848851.031382,983418.7605950001,1218247.167398,865343.4492879999,6.288252186135556,0.0035362076509810984,0.009468348700803517,Yes
ssl2982,2941965.7076085,6327861.96221,5116756.652067,6316704.574691099,5953416.2493342,7220866.047264,4184671.2040708,13270192.855479,11560922.257439999,8892398.797888,9240648.322043,8997413.99495,13461937.414702,10146449.75582,11747707.315134,11627970.374334,12545085.07514,19910455.439057,9647260.743891,15622643.74968,6.270277715951857,0.0035808993786680147,0.00956964489126797,Yes
slr0940,529322.957310846,2445953.67470542,1354862.26210071,2033327.41976239,1073463.43394635,1561962.6668541,1215213.62656375,1042300.39615351,1939999.67311966,2491773.61582139,1929645.75948987,2554077.6178018,1537523.41487304,2663148.51096203,2160763.91821929,2039657.7503232,3697507.72568313,2263080.92709386,4387929.52103916,2823232.74127397,6.258752461775687,0.00360989083565517,0.009628676320724594,Yes
sll1053,225522.050235,588546.637279,490880.795482,690936.42787,292663.972763,60165.080758200005,276859.968693,217188.116173,315213.744938,672562.2441189999,783076.994914,637649.110114,719270.047563,635259.879429,653895.8853119999,641425.329583,543970.747018,444541.17760600004,523243.638842,444583.33863599994,6.251950507308075,0.003627125125452918,0.009656182347341261,Yes
slr1945,7454458.82146,8832054.3581,6240799.091469999,7496921.97495,8561876.32885,6583712.3878,6912832.9177399995,2306211.271743,3937457.2049720003,3919891.468457,8605093.66515,13143475.48433,5912467.61073,4407050.736006,12227162.62938,12479799.5961,16557281.29191,12893407.47736,18614366.95817,16384649.00554,6.246996643885656,0.0036397352584744444,0.00967129654394638,Yes
slr2067,291526610.588165,9637971.89133337,225533670.27547202,15242663.0447091,71488682.5909745,352739461.453445,233019062.981311,442468059.26709807,6062951.1971443,4726283.48318289,10178503.35653,4018074.61028861,9127256.6798895,3219875.70010194,3500849.95044857,4017481.48816405,1564622.44051451,1874250.65413158,2004244.9298313,1486500.41983468,6.22863515892845,0.0036869077992598364,0.009762410370105359,Yes
slr0039,1704616.7287677,2246057.392186,1825375.2259080003,2317107.137356,917142.632375,1686236.433243,872631.0151219999,892000.229707,1684277.188693,1039805.6597209999,1437572.7584860001,882769.6454690001,1104553.624451,922978.387366,672437.400746,730782.5574930001,838310.8319529999,513868.63076800003,1707744.8959559998,838381.9362479999,6.227533889452297,0.003689758913481489,0.009762410370105359,Yes
sll1561,3335152.23172419,4050068.24068554,3039657.23602335,3056993.36166059,3505287.42544944,2599601.11694854,2463881.76809179,2445449.23534857,5279354.19741922,5458880.17967764,3686229.56002212,5669508.47248325,2971976.21183918,4419982.93347426,4090188.2067071,3686358.69796477,4017087.3656926,2287226.30344782,3775427.59866219,2583316.18692077,6.2255043245355415,0.0036950198390076194,0.009762410370105359,Yes
slr0665,11886614.2581876,10569181.4876645,8204903.57604443,9026431.06975907,11492448.463765198,7829962.00952108,10246140.1291254,5541483.71842977,12376974.0679069,14974845.964078302,8854189.08529373,15207999.482938299,8150064.63222434,14707063.1644043,11854496.183191,11633621.2885609,18648452.653630897,13312675.519245,27951142.8438138,20018293.3704678,6.220656956955308,0.0037076191772280245,0.00977718100611171,Yes
sll0643,3531764.1610800005,2752777.42326,2343369.430913,2605669.64296,2916595.979,2634643.76068,2414479.8151,2417214.05635,3672604.50402,2563518.44757,3452378.7736400003,1793377.6731669998,3437467.37382,2600642.3328400003,2609422.12979,2847320.83076,1663159.3531459998,1487746.452337,1385975.338091,1064040.897817,6.208133525596671,0.0037403950982797494,0.009840771544128891,Yes
sll0585,1468499.99276,1243819.0689299998,992772.748152,1091334.7054299999,842628.176537,884622.8666709999,749179.496787,1306275.17059,948661.7853069999,760435.528502,994650.137658,743930.165642,999870.826942,721925.141029,755684.756581,728378.434381,715337.309398,565614.970715,653240.1108970001,258415.604755,6.206064272413,0.0037458420716361585,0.009840771544128891,Yes
slr1128,4323982.82413768,2620814.44392803,2661634.12315107,2716645.05137338,2621774.71774803,1873632.14189721,2467670.00018934,910113.0565579641,4157581.23793317,4841066.42587811,3867854.33639626,5707942.30929965,2782172.22078137,4912910.141037901,3397559.91310726,3449938.01289527,5201338.87649333,3478263.92246367,6151532.14322518,3988447.61070227,6.198176318462877,0.0037666880208846966,0.009876935693861187,Yes
slr1842,3690613.8592654,2851469.52698288,3583432.69888049,2937187.46613102,2817586.68638235,3656331.98941498,5956422.85269689,5098181.97033831,5260979.4365827,6089010.45373547,7625342.86215118,5109769.10237868,9927700.7273931,6206929.43446232,5057622.03038609,6770554.98888664,6488732.63177491,7561929.30322926,7128606.32371605,5921924.44501012,6.193802392716953,0.003778303606289529,0.00988880587387222,Yes
slr0965,268429.64676577103,694543.814150348,447702.461396624,831738.356991605,294577.94659447303,727629.483346205,381546.091289767,1412653.48916083,1639327.76472966,1618871.2055123001,1508787.91502333,1588262.6370985,1511060.78119824,2296612.0793782,2437879.51195437,1904975.52902006,2410523.47808431,1516718.48759955,313761.683869677,1363916.83179561,6.186604006709709,0.003797507991032688,0.009920456268708988,Yes
slr1508,174134.961578,94357.5170754,91073.34322010001,115082.295795,160071.273388,117148.490193,160920.223088,102160.36345599999,175292.034552,192203.53337699999,153892.398292,263285.575716,154514.998089,243123.311116,186467.47856,179255.708656,333955.536874,232579.67906799997,188631.230038,371427.331573,6.1552419126791325,0.0038824725202870826,0.010110666808990273,Yes
slr0114,141724.099662,137333.589593,191052.006982,102473.738174,155392.137998,125741.07545399999,128376.786796,157814.142021,115295.57150399999,160387.039173,148240.587605,184152.580848,177381.982079,271260.923073,146529.65773099998,303396.285987,346897.587834,174309.26299400002,395164.13088899996,314720.483064,6.1543881227342565,0.0038848153473969795,0.010110666808990273,Yes
sll0485,216935.653148,269790.950059,267597.60301900003,246554.78937800002,187102.656631,243748.169138,175113.36317,218641.59810300003,158298.901762,191961.280681,137415.02428900002,174423.358108,111985.211571,189583.070144,158673.359211,132972.54905499998,199442.478327,161615.871324,246640.30969499997,152711.641264,6.129589141031484,0.003953565099457973,0.010270434476245573,Yes
slr2131,2522876.51439794,2166956.99693951,1234789.35648396,1794845.04950602,1940277.47062629,542897.832722781,1736599.45943975,690276.348373215,490624.10126338794,718535.892962259,702484.8368878,786627.052481367,795805.113723117,690007.64775895,892322.2130120109,905425.6470257059,1551983.16668951,1555833.51833994,1652453.12082782,1323609.92095526,6.126766721410884,0.003961476214938683,0.010271857471820562,Yes
sll0166,132669.579892,322238.09986,185375.543936,240767.932661,178172.186266,184028.401337,127168.268414,152056.082789,280817.372446,324149.409271,242922.678054,339469.509601,164344.34011199998,292239.54823200003,301284.958417,241528.51370799998,391741.552416,275790.42921599996,586527.659325,400821.042001,6.122230431629896,0.003974228655241834,0.010278514858444185,Yes
slr1859,12589290.61347,23458111.35953,19748676.84785,22647249.68197,19294610.80463,20882426.660320003,17569487.37502,21023546.082829997,20120894.47975,17919338.99216,21308858.55429,16061825.38448,21668226.82723,14209126.42985,16779512.330760002,15633955.441520002,9999044.23215,13559350.631539999,9992492.97194,9148760.144919999,6.120615422061646,0.0039787799452042005,0.010278514858444185,Yes
slr1503,590205.528234,424025.43615559995,560009.417631,573197.116377,494302.712695,520198.13591400004,397265.136619,374308.854929,776104.79777,745158.084676,683245.182368,928913.37124,491514.584154,791898.760792,654300.29157,599794.8466899999,620264.322988,768152.634114,759380.9326609999,500787.47409,6.101128497991238,0.0040341621855173385,0.010402322086500345,Yes
slr1835,719703.45435,676224.7551640001,648992.276471,540258.917748,632969.151445,414167.77891999995,642073.655898,561461.692352,505585.531629,4076830.5624269997,1695606.1020840001,4519187.900715,1466630.9011879999,848674.849918,2817640.747672,2970185.942497,3556427.914123,2339648.3864869997,3903435.418287,4787040.612068,6.096923236406163,0.00404622732298348,0.010414182870040506,Yes
sll1051,1539912.2108071998,1039392.42471304,566437.120992368,471024.107745744,1554578.45590183,331661.893165366,1084839.72545068,670213.436787214,1017915.41456829,1946273.76101045,698737.7958276611,873652.2230776979,789360.931833297,1732015.52748342,893093.9394637159,909247.6486713621,1487248.47516025,2766042.3584490004,3759987.2544764,2738508.41065211,6.091516642906293,0.004061798967773366,0.010435008397870801,Yes
slr1881,1161531.99691,2101815.84828,1359020.5740200002,1820938.3089299998,2107170.44483,1463291.69909,1601641.7311,916685.4638309999,1294960.63873,385527.469984,1944975.41815,2513218.94294,4215511.584919999,2218065.96506,2690588.06996,2320758.34099,3071563.12626,3484021.9257400003,2896541.73755,3300563.67582,6.070171496870642,0.004123938919372284,0.010575174250963852,Yes
slr1030,5420119.9121196,7427321.8200312,5805954.22974107,6481385.02479397,5710028.36161298,6371280.84424744,5985151.54078293,4882354.37154005,5146113.84307869,2734675.75496858,7426682.737892401,2219346.21493275,7476818.70462023,1804160.36753984,2056001.07040737,2282591.95174365,767700.00289293,1070700.25769035,1369742.40132369,886842.441123178,6.061583600391855,0.004149241763403891,0.010620536256786106,Yes
sll1471,56357619.800465,32991649.751151696,32442120.514047302,37433729.4388764,22604020.9713962,26244339.563242,38532893.452815995,22448438.052757103,15406288.0115575,40931050.8851076,26459802.276844602,43578903.344575204,19563497.974397898,35369206.2771341,33989700.358988695,26928639.273279604,10258686.1900246,5710717.66156507,12768099.2577935,7744475.0745922,6.052702948677474,0.004175591389980709,0.010668406573302362,Yes
sll1249,895733.934589,593597.39712,693989.2167868,1005822.368478,662230.644574,893502.653085,1246469.699694,670973.0417419,1510308.256998,1333861.6378743,2035030.9278540001,2733765.48044,1644587.12698,1652459.8620823,1655830.5158895,1485762.5298097,1049582.6298683002,1878839.8858049999,1995405.686512,2762461.3142,6.043161980958338,0.004204110636314661,0.010711156337463841,Yes
slr0709,106904.97610700001,624593.043529,726975.8913489999,677784.788801,298816.329065,389411.51159099996,218118.929979,901801.051253,1596499.99347,848562.840657,599477.5295770001,1479512.1765,1346136.62974,1362862.30864,1712080.4394399999,1595023.7965,1638585.9154700001,1577179.77162,536248.854279,1227515.05425,6.041972990465323,0.004207680052279702,0.010711156337463841,Yes
sll1682,967999.6613870001,913969.8386969999,743161.545304,756462.918359,690323.819508,559164.684152,545645.142846,312129.091036,768181.403333,756520.153125,734868.179188,711660.3283899999,531083.033404,770712.7118439999,709851.650961,639151.995768,650000.602838,546620.566661,627569.4583470001,571491.85241,6.037517345623798,0.004221086569169043,0.010725711774118062,Yes
sll1812,2436830.76907477,4910959.48725219,8673435.19671754,23581789.988353,13469271.178268401,27727989.308473103,21276890.5836253,9505932.52117656,3766208.04663481,1033750.28310294,7790359.05046226,703373.004879749,5692401.65689596,664269.963762955,1354915.05496635,1414069.0729786998,580092.70837021,455177.90586695797,528751.270135883,537672.587673388,6.018445420212934,0.0042790185564942195,0.010834870111913145,Yes
slr6056,301945.884674,125419.124981,145699.562248,107231.838508,333635.117973,183359.78575799998,402602.371727,644101.721542,120417.438202,108204.339903,138381.633726,70783.0962596,163425.018499,56025.599415,78262.3538865,107949.94279500001,48196.1732271,155137.563819,142378.284448,101842.375974,6.0157461488387645,0.004287289908843893,0.010834870111913145,Yes
slr1269,857630.124315065,811865.0217630941,411093.446373511,605778.829892369,727526.007640898,352883.424603166,576374.805371824,818217.974830395,606309.1227191479,684969.620278402,588987.986356993,656533.447425375,440771.929006926,634681.188662071,563956.581104543,569441.321502524,841636.347310552,918181.8563801809,1377244.44772698,1260419.37512083,6.015727716475564,0.004287346452886062,0.010834870111913145,Yes
slr0201,643238.353751,1492021.8567700002,1176448.48685,1255693.85715,743014.844145,788333.841597,597251.37155,647339.010381,828024.49118,852300.548538,822502.352098,935780.133956,647644.403755,757776.153593,853666.657279,731040.565988,1165604.78999,1388860.62875,1011053.09113,1174643.1687,5.98897726663584,0.00437030047616699,0.011024537367546024,Yes
slr0543,529343.429645,672818.4105378,819189.562813,1008249.563198,1206159.268547,1086880.49991,1248756.674189,1685526.498253,1236255.639902,1025262.224825,1479138.578123,727373.961044,1353468.278056,907131.9189940001,753148.239238,823025.960878,638330.562501,538064.4258890001,569834.159174,493268.099588,5.95251875333289,0.004486288434397517,0.011296701021632737,Yes
slr1289,412894.326923026,1299623.13525125,833661.74668252,1217306.56877302,744432.080399072,820727.046680812,1512625.84883558,1777648.66654487,3154042.21400763,5577257.3882137,1242112.79481579,3553856.1173235,1096169.91554182,2898781.75561077,3338984.78471126,3621325.95855536,2572134.10562972,5722257.10231112,3872885.77172069,6552191.588446599,5.943004712623235,0.004517124227376748,0.011353852787730745,Yes
sll1123,1887100.9536700002,1812079.6814700002,1536844.32021,1843477.39266,1289401.42024,1526722.12049,1353566.1698399999,1306871.65179,1800638.07198,1858973.7470900002,1697645.6236299998,1494891.73209,1582030.6338,1669514.33311,1699358.75917,1442755.2538,1599552.09354,1249432.20813,873793.7457409999,1308124.51282,5.92332456357974,0.00458167034364684,0.011495377930552773,Yes
slr1239,581067.899476,869940.5637299999,804130.34176,799516.133354,629825.847895,528364.5718302999,1123630.5867360001,807147.452864,1213360.6552290001,1155292.3435809999,935103.8071709999,1175346.6146149999,813546.591778,1199903.9621111,1018322.7038309999,977476.98424,1305454.437097,1093624.1395629998,1207978.227697,1174804.835036,5.881726211657877,0.004721552628582345,0.011825073459375892,Yes
ssr3383,79780243.158898,2852404.6336970003,61501153.951473,30538361.81518,55267524.39926899,44861661.888406,40591320.061482,84261091.761447,7512709.3095350005,18628018.655079998,12205082.807449,17500963.496989,3621925.6808010004,19842575.765026,17301380.38092,13961052.519656,4625978.555337001,6009260.53423,9133916.943915,5929689.7732150005,5.871527727250702,0.004756577414521858,0.011891443536304646,Yes
sll8049,675238.925131,654348.12141,554164.292202,553246.799647,364500.51243129995,551591.023388,426150.43466100004,448606.333502,308391.07943499996,189030.5521265,291073.1665588,348389.802437,295885.9337537,442797.3722,355506.872553,598384.296249,344294.543141,278832.970593,369447.75883299997,565311.158313,5.849535833108616,0.0048331054167335035,0.012061148580220461,Yes
sll0042,2314589.737247,2593525.632427,1998936.4802036,4599089.179206,1114487.662986,1741472.7553029999,2066517.3928619998,752715.617921,1795337.6079209999,1074200.7920020001,2769903.0641099997,1306593.871235,1213776.4010450002,1097489.437007,1177712.119251,1290391.392468,894330.1950190001,833036.2639029999,470989.76892420003,324824.79231309996,5.8439288399994735,0.004852838103682801,0.012069675582634599,Yes
slr0075,1937459.5081580002,1856170.9299990002,1436479.2837409999,1662412.244289,1850188.608907,1931062.5249110002,1516539.8467020001,3192963.459589,3298057.135239,2080696.2474009998,3087996.281978,2226785.7941860002,4944345.637490001,3029613.875378,3251341.7866950002,3866843.01215,3464282.6353129996,3446563.6235510004,2030802.105944,2997978.015581,5.843648658683079,0.0048538265246293975,0.012069675582634599,Yes
slr1219,1068345.828534,1385905.095816,836678.304504,926076.3303453001,1304785.189761,979733.7555629999,966131.3162969999,593444.719626,1135008.36696,1379182.894841,1014716.3125649999,1578949.014733,972310.103335,1704346.931333,1638441.019044,1416636.233485,1993781.5031599998,1842576.2571939998,2740543.18891,1485005.642103,5.833668911606575,0.004889181371376481,0.012135957318630233,Yes
sll1641,8751372.61102021,6641978.42672686,5576356.52846871,5323941.03761918,4691838.43698599,3575009.33032118,4795188.32314361,1323508.15885236,3911908.28115479,3244419.73247593,3834167.83625469,4409869.03356515,2285708.00829436,4525714.35161073,3780396.89761248,2786468.37126433,2466269.48918159,2656457.63491346,4132459.51217674,3234611.47899422,5.827446635164548,0.004911371615536381,0.012152090694563831,Yes
slr2049,2903194.45357077,2867304.15910394,2226585.18696811,2071775.1955946,2419207.50923992,1958611.54921598,1735893.97124806,1244317.13402089,3220758.25885356,3141554.90443354,2453774.56175393,3671778.07532143,2472622.37135246,3541963.49631063,3102466.34743924,3005037.45687158,3349439.96889351,2907203.89464071,3440095.86671851,2586646.37171184,5.826962383965935,0.004913103334576344,0.012152090694563831,Yes
slr5051,693157.002341,1346443.04746,1156030.82485,1342200.7536,805830.2528489999,1122242.07479,394383.82705300004,608871.347693,1460326.63864,1302667.4706299999,1457045.43267,1262913.7752399999,1385841.98807,1259664.81414,1154977.7898600001,1282861.0290899999,988845.172651,999295.6025370001,1078383.06791,897823.0712860001,5.819894526583208,0.004938456995761452,0.01219318143201279,Yes
sll1481,543012.112592,232779.851672,115535.884807,130433.03133299999,223381.94274600002,124183.904294,155313.730413,126746.03251099998,258325.5505,291505.078463,200532.7012,299531.901619,198218.148757,397838.921655,267244.261664,281086.444847,670336.8256770001,366003.91304200003,759396.508767,478165.944775,5.808510659632618,0.004979603518452843,0.012273051074632007,Yes
sll1956,209094.830393,171573.58307999998,138122.988079,160159.447621,206917.83574100002,127777.449794,142570.353962,238445.798754,466334.094033,560712.084129,290265.07234,662263.9380729999,290493.29800999997,396367.638907,82495.2309195,367865.911115,651621.062249,521276.18042,200690.035798,566682.039303,5.795912013078919,0.00502559178346917,0.012364551213297164,Yes
sll1580,69216948.4200651,99000798.2777899,92511619.3302917,93533085.74470359,84857249.56162141,92413356.690407,88547024.78470759,47185245.3647294,93098338.8969393,95532628.5912938,84155628.4259255,93970238.14183821,66058475.8492797,76193685.4472055,84925218.7226199,74300307.1010109,51270711.734514296,57969588.2400845,58962884.7780828,52460165.766800396,5.792533815389678,0.005038004294795225,0.012373267590210105,Yes
sll0680,1236397.5496719999,712925.469954,997832.962304,573043.8892233,889246.3622780001,821226.7649616001,2369679.4730490004,1193703.7822770001,2011537.0229867,3379949.5949428,3057360.1696944,2869246.3099189997,3602536.0595400003,3963048.6411878997,2265427.292225,1674115.6670328998,2950118.6243029,1505373.213244,2168616.0013683,1143014.653601,5.759907956535347,0.005159675781335514,0.01261084447162834,Yes
slr5073,1560375.22685,1185325.8692700001,655449.350858,572167.247479,1107487.21325,728082.05928,596579.001908,177050.585549,105851.736524,176112.83824800001,769218.960949,2908980.1708400003,947907.524661,1972208.48703,1511484.7799200001,1917568.28202,2196920.09411,3509284.5832800004,2391875.68964,4365144.940669999,5.7596190729313435,0.005160767799672003,0.01261084447162834,Yes
ssl3445,113290.223197,42807.556756,237568.52138800002,70964.36968830001,320247.641415,173601.829611,100925.652848,199070.220136,124526.05101,304965.562235,273399.08033699996,247925.463212,238360.69291100002,380247.909527,313259.63879,257140.34994400002,425489.177383,678478.309046,402167.46502600005,284768.43902399996,5.75933068525229,0.005161858203082281,0.01261084447162834,Yes
sll1818,18951819.0026483,24817205.4933232,22481235.3525705,23094504.1471885,19366985.8279817,23699409.8545426,22262348.189973604,5156904.59400281,10128267.518756801,12043035.180855699,20595102.925790302,8268501.50225428,15361762.9902176,12282708.2205823,11797487.17745,14005816.028481,6768273.12683243,6040818.60284849,9806328.99213545,5491734.31760977,5.735758963577966,0.0052518676605878434,0.012808313612797275,Yes
sll1669,170744.230782,493040.581972,136641.723991,571980.317863,721453.92986,558391.729192,908893.676791,635635.738612,111259.36701400002,1311554.59442,742515.665251,1442223.14994,1076852.36461,1858899.97595,1456095.53796,1506333.21389,1673531.6054200002,1494674.17635,1675624.19087,669166.120162,5.730033922862242,0.005273994951668747,0.012839830641497211,Yes
sll0572,213973.312334,283809.215707,223599.76939099998,228981.44051,148099.742594,112525.614026,114271.149058,119817.47256800001,188797.298073,41064.10640330001,86817.967918,135740.992448,51310.643944,67574.1071118,184036.983559,141089.474397,136694.768843,117327.78977,28905.467511400002,107130.81576,5.724912986541042,0.005293876400959637,0.012865779754945461,Yes
sll1135,316063.42839200003,1668688.33513,1329888.5475,1274455.00869,987658.2227180001,1094176.8710100001,825060.736917,657345.4162,783655.2302090001,534709.67949,813572.511387,503890.092569,818872.484537,448014.433893,528399.326657,570628.283053,145894.355532,73433.4801699,171951.038571,380046.631926,5.722304412746128,0.005304036341090309,0.01286805338403649,Yes
sll0227,4135206.0847150004,4984515.563763,3673997.462454,4380413.876263,3085460.312769,3173296.588069,2700275.486912,4842889.222459,3555990.562047,2898965.051879,3062639.6031150003,2468330.1041099997,3364385.544697,3071762.018011,3293387.282816,2856114.060612,5860762.5839370005,4286582.912101001,4546795.579421,4292410.496932,5.70339851525024,0.005378331521290351,0.01302564665312507,Yes
sll1667,1044684.08644,3436353.76724,2766784.1839,2969600.13073,2085848.29704,2453607.78431,1004566.0905299999,2889889.65936,4508306.22233,4886791.6062199995,4243075.255969999,4413015.64288,2880318.7383,3895822.79102,4752738.84401,1790354.5649599999,2335055.81937,1817898.42456,2112685.36276,2481999.8883700003,5.69954982330062,0.0053935990755712045,0.013039983900211143,Yes
sll0148,1110603.6754,1050497.46282,491704.001917,391512.053685,376508.55371999997,97449.33038089999,99276.9517447,344974.244279,670119.4857760001,255625.296654,266740.82369,279180.365475,343450.141934,182821.636255,176294.31310899998,281027.209109,56862.7990136,206739.633093,157291.904564,105941.530912,5.690661561798708,0.005429045268116941,0.013102972576164591,Yes
sll1214,13501656.7912655,13186157.3260486,9004546.76260921,11525822.8016464,13047794.6112695,10447959.351658901,10054455.8894916,8530125.71531833,18416985.187864397,19570806.240367003,13522821.100885699,18728777.7700129,11880270.909704499,20097472.681195103,15199365.1309948,14021352.6209897,19990899.7149875,12865246.077736301,20315645.949895397,18097087.0582008,5.617947116757212,0.0057290892236645345,0.013803246057015588,Yes
slr1753,457856.212523399,943506.043028077,690772.753777747,670576.329327963,479632.011258395,835521.490228961,382186.68564873794,1096875.03799781,1663248.1730652,1497003.48561902,1055723.65664416,1440876.91163638,1267403.56593173,1409490.54757484,1127941.76652732,1015000.57996256,797596.737200175,1334656.28322486,1489057.56017856,825920.1971170191,5.575964683281657,0.0059108048110901885,0.014216504674949676,Yes
slr0971,433371.44566499995,336992.747252,248732.35017199998,347175.335916,502492.58951499994,247133.09331999999,254802.137767,338520.188797,319406.221994,274849.80185,306360.28287199995,336948.540175,335547.46668899996,418654.42098,360464.64119,399994.95048400003,484109.94051800005,529052.997964,601567.25866,469272.000816,5.563455053173375,0.005966199895034213,0.014325041056063212,Yes
slr1808,1030943.8410100001,982365.239503,666627.256086,919587.2764940001,1029428.35967,538588.752458,854186.759934,1348547.22964,2001246.0870299998,1204916.1139200001,1114590.80214,1999654.4284,688381.234969,1597590.1117,1618473.96333,1348794.40632,1902957.39275,2685969.9059,2202267.7953,1446812.61224,5.529313101722713,0.006120386270304661,0.014669998019029214,Yes
slr0458,233852.944036,258463.34897199998,222740.764709,216790.000287,106325.406577,150133.532426,176703.222752,116688.14464500001,256024.38562800002,331345.199413,213561.49128699998,207704.06511199998,293340.42156399996,260773.87146300002,310033.464911,232327.411287,267242.07451199996,206580.37820799998,378732.51548299997,234976.43547399997,5.516345899889099,0.006180118454679595,0.014787761997046373,Yes
sll0220,2121174.819355,2488938.01335,1830004.3183610002,1954623.1374279999,1555329.977058,1552094.4249860002,1451017.5510530001,1054977.503396,2609270.466529,2669544.206859,2061936.990093,2619118.066172,1653521.5616040002,2297381.030045,2137934.12729,1902834.556741,1899913.20989,1357073.231045,2321992.086603,991620.03938,5.48807701288096,0.006312625635252882,0.015078960207496182,Yes
sll1596,211821.76109400002,527456.708469,132438.87558800002,767626.397522,287253.875726,275308.429723,283003.785796,473085.513163,361597.03067,198054.993635,684341.411087,282180.62391100003,103335.717512,161204.052536,152614.055524,210584.053893,655872.653479,1212205.22868,1425126.4823399999,525034.966691,5.481171114204962,0.006345480513131421,0.01513153045439031,Yes
slr0739,4325253.703919999,4797003.37849,4707707.41765,5096192.52977,5045797.50787,5014795.47425,4018585.1092199995,2240297.1720419996,6510131.693630001,6652648.6891,6055869.15135,6341829.460940001,6603929.47965,6456846.14525,6900002.384860001,6419302.90957,7714554.0918,6471440.95858,6807224.25312,3895406.783983,5.473748784921795,0.006381007167757842,0.015168024118686048,Yes
sll1950,740682.405518,815657.43112,599470.165729,733683.689533,708707.225117,519371.884674,566654.672621,678192.6921699999,1043323.15103,970309.890908,766755.895381,1076194.3378690002,688986.293239,1116050.092009,947061.172017,860210.045039,1453108.043549,903627.1594459999,1263048.931614,878019.087098,5.473431550611856,0.006382530578973986,0.015168024118686048,Yes
sll0374,1723062.063818,1247182.843722,930532.267732,1429588.170608,193427.19961070002,1139671.628394,1061115.3356360001,834735.222358,2172509.518848,2446068.12426,1421253.914522,2385560.96438,1005019.426655,2188246.5436,1262504.000408,1870217.4829529999,1808395.692603,1640674.225939,2335990.90443,1621925.382188,5.413146723558191,0.006679603478235114,0.01584701845601698,Yes
slr2002,1748374.96010406,2872043.53453649,1553247.24996295,2478644.2237927,2657058.07090473,1952823.62207945,2020923.14538871,2590628.74887508,4169577.18827433,4697509.52536448,2609012.08649533,4842420.92485748,2224191.86787441,4601591.71696537,4083460.80451978,3340018.17676682,4922272.23368582,3429216.43512014,4013881.49171711,3458660.71269099,5.379644785531592,0.006851406154323673,0.016227014576029753,Yes
slr1734,10076780.2530923,15956129.8961587,11420971.4026141,12035196.2263027,9143317.453851,8503060.74333111,8405782.49134113,3668577.32919808,6045304.62591934,6031793.89486603,8128061.40908815,9253064.35604081,4780441.25957547,8125506.78061403,7736630.31323424,7048804.65737385,7727302.25604651,5216280.98329779,8918555.03410108,6602966.70003266,5.356483873425623,0.0069730865890085215,0.016487213206215063,Yes
slr0609,3119551.17238842,1951801.19285039,1589663.57634605,1612259.04793791,2950737.31082524,1506311.29174437,2929595.70257104,1415303.73429896,1608489.46721832,1575937.93632041,1615862.23787507,1345923.20124167,1561962.09298457,1309562.46644323,1179593.09131612,1327658.00925483,643184.89354144,677302.387375511,931891.7692853891,670109.365623293,5.353320616384252,0.006989893412737708,0.016498986989457027,Yes
ssl0258,461716.921521,646255.089797,567192.760609,602260.470967,476424.71764700004,617835.541019,463507.179346,771069.596518,451340.0383,348047.57926100004,553970.320838,305127.318868,671302.8251949999,293500.52807199996,394338.262336,422814.526269,204466.96221300002,323388.49316,239253.809629,240840.20457800003,5.336407190102355,0.007080534105997649,0.016684704523423514,Yes
sll5052,85519.5393469,118881.07034100001,66559.7317007,24575.191167700003,64734.1936768,39449.7028297,55901.10381,118934.195083,126276.12256199999,148687.24221099998,107059.209082,121357.991328,83327.0008118,138527.508268,128070.271338,107769.009521,197633.07728499998,122973.156158,271701.038847,143096.856972,5.333246764510062,0.007097617433968526,0.016696756020887174,Yes
slr0634,2185293.48151,1777371.1238040002,2129966.9505970003,1965827.2636169998,1353796.82023,1487893.0278228999,1641728.16264,2367468.3515439997,1180058.310128,642386.077699,2080836.25648,917774.0662700001,1648242.307707,1112924.885702,1080719.0368889999,1115635.6271809998,542412.90304,672304.845539,717390.382185,1333457.1722030002,5.326797721675479,0.007132621131890921,0.01675085265822868,Yes
slr0165,4314727.689448,2595185.519368,1891448.6459650001,2223811.1957757003,2656345.0566950003,2491434.347707,2001646.1588639999,1805534.0324468997,6006164.438130001,4551657.20876,1148698.674896,5986349.94465,3298794.166327,5984735.99668,4000964.1101940004,4187586.2560300003,6928431.1911,4528844.93876,6149881.80919,7432124.31532,5.316593542951051,0.007188404387518711,0.016853485916955634,Yes
